baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroup26581_c50_g1	0.447141152389998	0.273964220428676	3.59449633443115	0.0762176936458143	0.939245906140354	NA
isogroup26581_c54_g1	0	NA	NA	NA	NA	NA
isogroup26581_c81_g1	9.50816085460623	-0.3951092342003	0.908663580249796	-0.434824551999413	0.663689782252855	0.725305654738205
isogroup26581_c83_g1	0.0668906700902818	-0.437108708621106	3.80398395117692	-0.114908136898387	0.908517935507492	NA
isogroup26581_c85_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26581_c89_g1	0.227050150472763	0.844030820470638	3.75224753552668	0.224940069246302	0.822025897201841	NA
isogroup26581_c90_g1	0.347642420552368	1.30790399637135	3.68375456378646	0.355046454296614	0.722554789858857	NA
isogroup26581_c93_g1	0.0400398700956203	-0.647927017200175	3.80769653887545	-0.170162461893965	0.864882372203106	NA
isogroup26581_c96_g1	0.520990971035808	1.79430836590423	3.2615459742081	0.550140448760618	0.582223045218789	NA
isogroup26582_c12_g1	1.29598916327913	0.950358042231006	2.30004553130304	0.413190969177293	0.679466704103158	NA
isogroup26582_c19_g1	4.18077594719294	4.68466193247065	1.84768793272886	2.53541837314045	0.0112313100082162	0.0334753250492454
isogroup26582_c20_g1	8.40307947767033	3.83103128088892	1.3272942193019	2.88634669327791	0.00389742571644727	0.0171643524009345
isogroup26582_c21_g1	720.778771819189	0.601857842290428	0.506357445632899	1.18860273010929	0.234596033050855	0.305189876217958
isogroup26582_c22_g1	15.2057002422206	4.74396317518973	1.34295592048221	3.53247869333369	0.000411683399327673	0.00465765204281477
isogroup26582_c23_g1	1.29307211481806	3.03792618643692	2.16920191056728	1.40048105786633	0.161369311821113	NA
isogroup26582_c24_g1	0.320318960764962	1.23634020963736	3.74209392710283	0.330387273468185	0.741107356467377	NA
isogroup26583_c1_g1	1.64381493676917	3.37526011801893	2.11036377034684	1.59937360821173	0.109737612847896	0.164606419271844
isogroup26583_c2_g1	3.52306108965733	4.43881940360084	1.96655253548691	2.25715780458507	0.0239982159772243	0.0561051099925545
isogroup26584_c3_g1	0.320318960764962	1.23634020963736	3.74209392710283	0.330387273468185	0.741107356467377	NA
isogroup26584_c4_g1	50.4801476416828	4.16129023137378	1.24819213312578	3.3338539163461	0.000856516290394079	0.00702544095686486
isogroup26584_c6_g1	0.2318581549275	0.864704351680294	3.75164429206983	0.230486763765982	0.817713547628613	NA
isogroup26585_c2_g1	150.178306413886	-0.557087589340507	0.488519354941923	-1.14035929939098	0.254136642056982	0.326450578395051
isogroup26585_c5_g1	45.0356064590421	4.45506277388196	1.33236161841134	3.34373394754048	NA	NA
isogroup26586_c10_g1	14.5223121983412	-1.61124943150595	1.11066403558682	-1.45070820687431	0.146861129231742	0.207054977628696
isogroup26586_c1_g1	0.0400398700956203	-0.647927017200175	3.80769653887545	-0.170162461893965	0.864882372203106	NA
isogroup26586_c5_g1	55.3956723836663	7.39039743522639	1.57884376442413	4.6808921830983	2.85629135317227e-06	0.000540306687756763
isogroup26586_c7_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26588_c1_g1	3.40081551630516	4.37982431620718	1.59597058474691	2.7443014038393	0.00606398332894967	0.0225957747430846
isogroup26588_c2_g1	6.78694728755079	1.47894126184332	1.33897077461705	1.10453587925868	0.269360748459846	0.343078256665951
isogroup26589_c6_g1	3.24848751798992	1.81032446531174	1.37932662425743	1.31246974681312	0.189361687208049	0.255644687266146
isogroup26589_c7_g1	7.90690146483278	5.58669579999225	1.58743410482287	3.51932453953143	0.000432647108911725	0.00480452963121628
isogroup26594_c13_g1	9.95521890262694	4.91960110617077	1.45064151565971	3.39132794219905	0.000695548201807898	0.00625789063149517
isogroup26594_c30_g1	1.36014975873579	2.99199220650742	1.99964675251695	1.49626037836003	0.134585815875316	NA
isogroup26594_c39_g1	47.7308618355385	-0.206059197660438	0.701542633521196	-0.293722986764442	0.768969587804766	0.815695576004607
isogroup26594_c40_g1	0.786215533468701	2.32563450881821	2.30557756110908	1.00869931597507	0.313118859938039	NA
isogroup26594_c42_g1	91.0339644763944	3.21529853038033	1.02157191935768	3.14740300653718	0.00164727747653205	0.0102154610684973
isogroup26594_c44_g1	6.14308129214766	1.51551975367515	1.37470175039017	1.1024353124196	0.270272466675187	0.343988513469578
isogroup26597_c1_g1	2.11236836982685	3.66730352216405	1.72591856311682	2.12484157742721	0.0335998342138295	0.0709167338738751
isogroup26597_c2_g1	2.9814192159786	4.20081833792202	1.89278937397445	2.21937971318024	0.0264609026319962	0.0600218265653272
isogroup265_c0_g1	6.70270761041575	5.34810559898384	1.73983768131389	3.07391066214009	0.00211272689413311	0.0118351799104844
isogroup265_c1_g1	3.95637871936166	4.61116227252452	1.77993384999505	2.59063687818362	0.00957985159116154	0.0303455293000618
isogroup265_c7_g1	8.33598639972545	5.65398273017103	1.74352382382077	3.24284799147789	0.00118341331170781	0.00831007489239072
isogroup265_c9_g1	12.92867557138	6.2830489323793	1.52599978875053	4.11733276681759	3.83282462280539e-05	0.00146410545821255
isogroup26600_c0_g1	0.0716986745450184	-0.437108706745084	3.80398395114582	-0.114908136406154	0.908517935897653	NA
isogroup26601_c0_g1	2.08953417206847	3.71235725492366	2.01575316395167	1.84167254270655	0.0655230628278574	0.113139080888814
isogroup26601_c4_g1	16.1947567340133	1.82386344147223	1.11411274188461	1.6370546470791	0.1016190517477	0.155679138776621
isogroup26601_c5_g1	14.2665450402661	5.44299742042222	1.55835060062788	3.49279386694444	0.000477995333689114	0.00505719063043082
isogroup26601_c6_g1	19.8267732448587	4.1935506431607	1.3209403525265	3.17467070722753	0.00150006626757597	0.00959959145256527
isogroup26601_c7_g1	7.53911476333639	5.50201315218761	1.50023407093078	3.66743647461228	0.000244994390266288	0.00349989122003158
isogroup26601_c8_g1	12.0678118470678	6.17226763268091	1.89588040742234	3.25562077044342	0.00113144765119762	0.00813495949215687
isogroup26602_c0_g1	1.231934768768	2.97131820794319	2.0553693452446	1.44563711374687	0.1482790112154	NA
isogroup26606_c0_g1	2.25481646161894	3.8208767862974	1.86701730770895	2.04651385422134	0.04070584080736	0.0811417716045064
isogroup26606_c1_g1	4.394031693728	4.7525217878953	1.77225954637306	2.6816172595156	0.00732672320604784	0.0254583214585942
isogroup26606_c2_g1	3.48664464282416	4.41209413439455	1.9473475440743	2.26569425053087	0.0234701098118851	0.0552627066342161
isogroup26606_c3_g1	6.19477394088264	5.2364545797688	1.76527942767617	2.9663601680682	0.00301347359081836	0.0145844769822334
isogroup26607_c0_g1	30.8059265125099	5.26085733721166	1.44616700642281	3.6377937775145	0.000274983457152197	0.00374445102301552
isogroup26608_c0_g1	21.3598034813126	4.29307145186033	1.21362452126936	3.53739676203156	0.00040409212817331	0.00461061194870685
isogroup26608_c1_g1	53.1077571546439	3.7975503581511	1.27965278792603	2.96764121797906	0.00300094394015771	0.014550665339073
isogroup2660_c0_g1	2.98315684322828	4.18331020553895	1.7945229641851	2.33115445666007	0.0197452166575605	0.0491084552202642
isogroup26610_c2_g1	8.56853401046102	3.9278889004301	1.46622269487383	2.67891699819043	0.00738607001894366	0.0255978044584726
isogroup26611_c0_g1	1.58767256900129	3.23015692435588	1.92042095616511	1.68200462194819	0.0925679436686864	0.145516307305201
isogroup26612_c0_g1	19.2846649779265	5.05442947513904	1.26482426239427	3.99615158043472	6.43805199323764e-05	0.00180110694945432
isogroup26613_c0_g1	36.2241204960297	0.0355316221395359	1.04770976157803	0.0339136118060207	0.972946038780853	0.979002766672278
isogroup26614_c4_g1	3.28089059685932	3.11580624215983	1.70582658064117	1.82656682544406	0.0677649251492969	0.11572806675125
isogroup26615_c2_g1	0.734852051407612	2.209677765335	2.98535215988082	0.740173234846508	0.459194885875369	NA
isogroup26618_c0_g1	5.03060543618925	0.91938268562469	1.61024815808259	0.570957141611919	0.568028695262762	0.639128387573447
isogroup26618_c1_g1	1.66664519681509	3.36786944604956	2.14525121674541	1.56991844114136	0.116434086757157	0.17199077639795
isogroup26619_c1_g1	0.143397349090037	0.305622884446595	3.77120089023617	0.0810412633381234	0.935409137008739	NA
isogroup26621_c10_g1	7.90915919649636	5.57931209355741	1.79809580558861	3.10290034391745	0.00191634158996751	0.0111694391738206
isogroup26621_c11_g1	1.21485783276231	2.91184112453129	2.82113316390121	1.03215302339881	0.302000437735388	NA
isogroup26621_c1_g1	7.31703070060376	2.36377652979328	1.39956289849082	1.68893911973673	0.0912310974709234	0.143894223757672
isogroup26621_c6_g1	0.240239220573722	0.91645085661607	3.75016985486409	0.244375826184887	0.80693976221636	NA
isogroup26621_c8_g1	7.16800369244094	5.44976002033904	1.57305248954422	3.46444893388018	0.000531319005762566	0.00533980189038406
isogroup26621_c9_g1	3.6105765759093	4.4639185649688	2.11544574022469	2.11015507516382	NA	NA
isogroup26622_c1_g1	19.4523645049754	2.23687953233492	1.44483942363657	1.54818556009832	0.121577626971678	0.177947567204207
isogroup26622_c2_g1	26.7251796058202	6.3433409372968	1.48331694114057	4.2764568794173	1.89891317117417e-05	0.00111274631472528
isogroup26624_c1_g1	3.7268586823624	4.52365831678724	1.83196635388612	2.46929115657134	0.0135381016472651	0.0380312588607837
isogroup26625_c1_g1	336.096001559307	-1.06333819515204	0.50906533426272	-2.08880495996074	0.0367252837523444	0.075493581564784
isogroup26625_c2_g1	32.6655610346867	-0.887252910788539	0.819817743560257	-1.0822562914233	0.279138661850976	0.353520285833756
isogroup26625_c6_g1	498.272636339235	2.83655006666996	0.819453636471173	3.46151379458763	0.000537146591584501	0.00538412341134915
isogroup26625_c7_g1	7.5528856596961	-1.9304564793964	1.19163279215655	-1.62000952986764	0.105230229792946	0.159596105269292
isogroup26625_c8_g1	10.0807894164323	-0.483124808722988	1.10848025182035	-0.435844308393946	0.662949693860609	0.724632947575271
isogroup26625_c9_g1	3.17268372013778	-0.144588974323676	1.18649753780351	-0.121862009584398	0.903008303286645	0.924973329207428
isogroup26626_c1_g1	0.525798975490544	1.82783345704631	2.65932750289868	0.687329204490218	0.491875299208186	NA
isogroup26626_c4_g1	0.120119610286861	0.179229637136053	3.77669056739155	0.0474567968801961	0.962149162609023	NA
isogroup26626_c6_g1	14.9891154235489	3.72342256266422	1.10372598216206	3.3735026834926	0.000742183230729685	0.00648463096038444
isogroup26626_c8_g1	4.38052781891379	4.75337085174352	1.76614401170202	2.69138350001409	0.00711563457858219	0.0250058927865777
isogroup26627_c2_g1	1.23813557156549	2.97432073379785	2.27815384149651	1.3055837931665	0.191694134714419	NA
isogroup26627_c4_g1	4.54179047396125	4.79851119111527	1.83725262327701	2.61178627822909	0.00900705418269001	0.0291772397229949
isogroup26627_c5_g1	0.837736870609284	2.43118469041691	2.36962031016283	1.02598069403357	0.304900684250603	NA
isogroup26627_c6_g1	0.320318960764962	1.23634020963736	3.74209392710283	0.330387273468185	0.741107356467377	NA
isogroup26628_c0_g1	13.0089890963744	3.57993244817118	1.32843404670031	2.69485147347989	0.00704200133750896	0.0248295943151154
isogroup26629_c0_g1	10.849739563568	5.0310733439801	1.39383400173876	3.60952117519303	0.000306762732964846	0.00398449183732687
isogroup2662_c0_g1	4.40515055102142	2.32275697148781	1.34186619925963	1.73098999942721	0.0834535481472508	0.134693841531671
isogroup26630_c1_g1	7.2530747014078	2.38103663084464	1.5369987458785	1.54914676230507	0.121346443866079	0.177698588253514
isogroup26630_c3_g1	1.1695624794547	2.87053516803149	2.26471767990023	1.2675024324259	0.204975694411669	NA
isogroup26632_c0_g1	0.106930540185902	0.0269918405923606	3.78391815206263	0.00713330455566202	0.994308494695365	NA
isogroup26632_c1_g1	0.407101282294378	-0.43710849108893	3.8039839475707	-0.114908079821966	0.908517980748223	NA
isogroup26635_c0_g1	0.919051554063776	2.51692637917663	2.85699585737659	0.88096955852354	0.378334296695897	NA
isogroup26635_c2_g1	0.200199350478101	0.717518631827975	3.75612294562834	0.191026396689991	0.848504912387741	NA
isogroup26636_c0_g1	0.913008606345788	2.54769184313969	2.38838997072556	1.06669843466381	0.286108034214842	NA
isogroup26638_c16_g1	3.26051856861386	4.3190193717325	1.63826179987427	2.63634259924999	0.00838050704826473	0.0278081185214897
isogroup26638_c17_g1	2.87517439589411	4.12622786247178	1.78931231665001	2.30604116680815	0.0211083321829971	0.0513567851436615
isogroup26638_c19_g1	2.15303481708225	3.74765732771011	1.98701188844992	1.88607695278245	0.0592845855599142	0.105347211942124
isogroup26638_c20_g1	10.1625753050502	-0.529841237711462	1.10390756609986	-0.479968843390944	0.631249547574099	0.696041141485665
isogroup26638_c21_g1	4.22846371821223	4.69781446602632	1.59972291307189	2.9366426070658	0.00331786231537928	0.0154709731001498
isogroup26638_c22_g1	7.45403649376776	2.764694823723	1.5479767391368	1.78600540552352	0.0740983829101481	0.123535046362569
isogroup26641_c0_g1	0.530606979945281	1.83759272909579	2.65579401164512	0.691918394664011	0.488988578166118	NA
isogroup26642_c2_g1	8.37155915656081	5.65834063415051	1.77347889274402	3.19053170426835	0.00142011258685067	0.00928846213137959
isogroup26642_c3_g1	0.896246475053344	2.52758037064964	2.25712350520113	1.11982368923335	0.262788902272957	NA
isogroup26644_c10_g1	1.68774645207064	2.17312630388765	1.6742261693574	1.29798849382562	0.194291288853129	0.261003695999159
isogroup26644_c16_g1	0.200199350478101	0.717518631827975	3.75612294562834	0.191026396689991	0.848504912387741	NA
isogroup26644_c21_g1	349.170022884478	0.439470070283245	0.501031168982606	0.877131199593097	0.380415380123522	0.458468159531676
isogroup26644_c24_g1	0	NA	NA	NA	NA	NA
isogroup26644_c26_g1	40.4554119778661	-0.148600680152863	0.67432795421684	-0.220368559872988	0.825584129146904	0.862078127917065
isogroup26644_c29_g1	2.03754395443626	2.52911898449753	1.75954569442732	1.4373704488082	0.150612760936587	0.211184495395181
isogroup26644_c31_g1	1.66709267557235	3.39816040823172	2.04729547287776	1.65982900526573	0.0969488568945885	0.150587931521864
isogroup26644_c32_g1	0.889100352670373	2.49598933035646	2.36030231564095	1.05748713366773	0.290289323574793	NA
isogroup26644_c33_g1	3.87635767307812	-0.0992357818035952	1.62313940104373	-0.0611381756488589	0.951249166230466	0.962496765483408
isogroup26644_c37_g2	64.9072124061615	0.455732088466316	0.953578384407824	0.477917805099291	0.632708708127622	0.697473851842883
isogroup26644_c5_g1	1.71555028866437	1.0378399842735	2.21153573440567	0.469284745494929	0.63886611747124	0.702885599842152
isogroup26644_c9_g1	5.47243159738084	0.341646934263513	1.25761778432163	0.271661977528253	0.78588193962728	0.830004296695107
isogroup26646_c0_g1	6.00464201578373	5.19406044927726	1.65226579123111	3.14359861279168	0.00166884175704394	0.010274317173171
isogroup26649_c1_g1	4.35449056990635	4.73343709512139	1.89511457452416	2.49770497190646	0.0125000177174558	0.0361220288137545
isogroup26649_c4_g1	17.3968503283213	4.9520568536151	1.39823695209227	3.54164352916365	0.000397642456814273	0.00458194347762823
isogroup26649_c6_g1	2.31669059328132	1.97022857322325	1.78459230899785	1.10402166550278	0.269583739567067	0.343312178408396
isogroup26649_c7_g1	1.27507504026237	3.02400584456907	2.10674282690437	1.43539391991785	0.151174877608825	NA
isogroup26650_c0_g1	13.0965275752558	2.52529586764024	1.16135130107607	2.17444615190974	0.0296716452578064	0.0648607452123123
isogroup26651_c2_g1	3.93525606237174	4.59901631595673	1.87048148813048	2.45873393836866	0.0139427904469823	0.0387677189898337
isogroup26653_c1_g1	2.64960100732407	1.35150679024804	1.56238337364236	0.865028912268376	0.387022920070404	0.465371202346676
isogroup26653_c4_g1	16.1914200593868	-1.86993071905933	0.927552010154009	-2.0159847626753	0.0438015691486013	0.0853206865238933
isogroup26654_c0_g1	32.3428411809997	-1.88779687532749	0.74388669482348	-2.53774787002401	0.0111568329970236	0.0333330196181827
isogroup26654_c1_g1	6.78386518582515	4.37230560900201	1.71294011400323	2.55251515990462	0.0106948255200087	0.0324844165710623
isogroup26654_c2_g1	6.41169549303982	2.87251930219918	1.29185468577385	2.22356224258959	0.0261779112833322	0.0595191192072323
isogroup26655_c0_g1	1.49374412508891	3.24677637985145	2.03237186919582	1.59753066309472	0.110147468254428	NA
isogroup26655_c1_g1	1.78860508420195	3.45105426676892	2.78830993084285	1.23768675375543	NA	NA
isogroup26657_c2_g1	1.42112531199389	3.13733946539313	2.26812803760737	1.3832285538442	0.166594797071092	NA
isogroup26657_c4_g1	1.2946810057362	2.83419831580036	2.85132630588304	0.99399297441077	0.320226287836272	NA
isogroup26658_c1_g1	23.900367488175	0.597300737577341	0.964460743681439	0.619310574837278	0.535711779334605	0.609444153264529
isogroup2665_c0_g1	2.05430230642759	3.68930970459387	2.00989798676905	1.83557062541493	0.0664211848908459	0.114125455181053
isogroup2665_c1_g1	0.438573112916333	1.5729192670153	3.47164712680195	0.45307579070234	0.650494167245611	NA
isogroup26661_c0_g1	3.97816912500311	1.98916394024017	1.6173134037936	1.22991866361483	0.218727564479153	0.288153882206066
isogroup26662_c0_g1	0.400871360748947	1.48141660369263	3.49876320285526	0.423411507953346	0.671995050096245	NA
isogroup26663_c1_g1	1.58843091475934	3.32105260388624	2.00992822949151	1.65232397612846	0.0984685241697094	0.152215091333624
isogroup26665_c1_g1	0.407101282294378	-0.43710849108893	3.8039839475707	-0.114908079821966	0.908517980748223	NA
isogroup26665_c4_g1	32.6517551734979	4.32538533164418	1.05837941532295	4.08680031850801	4.37363234792878e-05	0.00153932459471356
isogroup26665_c6_g1	0.160159480382481	0.478639192255117	3.76437416820579	0.127149738805919	0.898821885021332	NA
isogroup26665_c7_g1	3.05911378023771	1.23246966104802	1.44799403887606	0.851156584874245	0.394682376134576	0.4734398570866
isogroup26667_c0_g1	2.16189248023368	3.70333947165989	1.89229148420364	1.95706607706816	0.0503397001343943	0.0942391576671444
isogroup26668_c1_g1	1.90998859808867	2.40151665072583	1.65273585552043	1.45305533410214	0.146208391138154	0.206301316205848
isogroup26668_c5_g1	2.66065368190212	4.05319960829049	1.91065600124974	2.12136543974391	0.0338910612787012	0.0713330427709533
isogroup26669_c2_g1	25.471328587713	2.47561760577315	1.4102139219616	1.75549082817845	0.0791753881276448	0.129440414922672
isogroup26670_c1_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26670_c4_g1	0.240239220573722	0.91645085661607	3.75016985486409	0.244375826184887	0.80693976221636	NA
isogroup26670_c5_g1	0.432057505405601	1.57581012506611	3.51557537746279	0.448236762371279	0.653982333859221	NA
isogroup26670_c6_g1	0.280279090669342	1.08700500611516	3.74565173158402	0.290204504852743	0.771659790070662	NA
isogroup26670_c7_g1	1.91694790505554	3.58523477305353	2.09474635330754	1.7115364671205	0.0869821252397454	0.138772341465019
isogroup26670_c9_g1	0.498948175495883	1.76520294599227	2.76319011691995	0.638827902279808	0.522934894567797	NA
isogroup26671_c1_g1	6.67659391285611	5.34069348816231	1.80084280758408	2.96566333589499	0.00302030916550032	0.0146013672395843
isogroup26672_c0_g1	11.5962107813877	4.32015972790478	1.58253047607097	2.72990618078374	0.00633523520220369	0.0231771405239912
isogroup26672_c1_g1	46.6016050808694	4.49535752493651	1.2459117002848	3.60808677204728	0.000308463332290575	0.00399395134613777
isogroup26675_c14_g1	51.6653396339848	5.98039466621956	1.29425015492745	4.62074093130379	3.82372008735968e-06	0.000613974547005003
isogroup26675_c16_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26675_c18_g1	55.6607807410143	3.87789209569986	1.09171269800882	3.55211778957299	0.000382143751158339	0.00446895400753437
isogroup26675_c4_g1	53.4258807148406	2.62861767326025	0.977281165707275	2.68972509191648	0.00715109019230305	0.0250864422345415
isogroup26676_c0_g1	0.106930540185902	0.0269918405923606	3.78391815206263	0.00713330455566202	0.994308494695365	NA
isogroup26678_c2_g1	5.86552158790563	0.44048548886765	1.09434803878462	0.402509506351244	0.687309093585944	0.745748949389634
isogroup26679_c0_g1	1.5570617339877	3.30414638643351	1.99634002925072	1.65510200568069	0.097903808119817	0.151624093182013
isogroup26680_c10_g1	9.57786932879242	0.325091301757482	1.18447493061035	0.27446026366296	0.783730936524747	0.828283748572012
isogroup26680_c11_g1	2.4679191962327	3.90708760328382	1.70293697797557	2.29432307467333	0.0217719481141041	0.0525035085271328
isogroup26680_c7_g1	1895.1580346963	-0.324253356549343	0.683183715147281	-0.474621027053376	0.635057116148531	0.699356048233971
isogroup26681_c4_g1	1.84527841905302	-0.742330249814268	1.78095853645144	-0.416815009794311	0.676813722741809	0.73692616215953
isogroup26681_c5_g1	6.35047350618994	2.12772735314993	1.29060224589387	1.64863137339132	0.0992231772796534	0.153015813230646
isogroup26682_c1_g1	1.24843678174788	-0.650206439524771	1.91923532843563	-0.338784113595259	0.73477236982632	NA
isogroup26683_c2_g1	0.357258429461841	1.34367915462678	2.89136965202629	0.464720639813427	0.642131525738245	NA
isogroup26683_c3_g1	1.81858146663084	3.51575014873499	2.00678112101835	1.75193503263122	0.079784979785382	0.130077703531119
isogroup26683_c4_g1	1.04678994652635	2.73770456456218	2.30603901257516	1.18718918007592	0.235153007771923	NA
isogroup26685_c2_g1	2.6010154049349	2.15254966226843	1.8310920169737	1.17555515633016	0.239772684199059	0.310697130942916
isogroup26685_c3_g1	3.45544119255695	4.36081330252014	1.79245620960109	2.43287020299963	0.0149796696344405	0.0406549806024741
isogroup26686_c0_g1	1.1883218374809	2.91252416190166	2.09487362494757	1.3903101968619	0.164434702785435	NA
isogroup26687_c3_g1	1.52511330586054	3.2632510794068	2.05843144691287	1.58530957360803	0.11289601494044	0.168120560976929
isogroup26688_c2_g1	10.2772301397498	-0.0894407699228032	1.22963548180498	-0.0727376293594855	0.942014903944577	0.954370273237797
isogroup26689_c1_g1	6.50543798321281	-0.885436972600098	1.3288898681944	-0.666298234181864	0.505220494044212	0.580735771681689
isogroup26691_c1_g1	2.29314872865857	3.84793018845555	1.87864916878173	2.04824309530388	0.0405361856914922	0.0810398755859344
isogroup26691_c2_g1	0.35197776521436	1.33672171374487	3.7057267213514	0.360717833304609	0.718310391994512	NA
isogroup26692_c1_g1	10.5989322029315	5.9938570769922	1.53092111592124	3.91519655366788	9.03305889337822e-05	0.00206936399209846
isogroup26694_c2_g1	8.13215634739244	1.03294461618178	1.27742048120762	0.808617547140995	0.418735168424613	0.497201730049549
isogroup26694_c3_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26694_c4_g2	0.447141152389998	0.273964220428676	3.59449633443115	0.0762176936458143	0.939245906140354	NA
isogroup26695_c1_g1	0.120119610286861	0.179229637136053	3.77669056739155	0.0474567968801961	0.962149162609023	NA
isogroup26697_c0_g1	22.7504451192179	0.216261255607207	1.04219271019403	0.207506014474947	0.835614696024281	0.869639069303438
isogroup26697_c1_g1	7.2415969438694	5.45732686636411	1.49971199234535	3.63891660146664	0.000273787439727553	0.00373107520321927
isogroup26698_c1_g1	0.0400398700956203	-0.647927017200175	3.80769653887545	-0.170162461893965	0.864882372203106	NA
isogroup266_c4_g1	2.08209842600774	3.71024554740614	1.92565441671691	1.92674527433215	0.0540113826026163	0.0988029661630381
isogroup266_c5_g1	3.55154974090673	3.3101288909504	1.71366268411336	1.93161053317972	0.0534075947862246	0.0982337353475001
isogroup26705_c0_g1	1.97887271561159	3.63181207659053	1.94647699860585	1.86583868147006	0.0620639386654294	0.108845707984971
isogroup2670_c0_g1	0.754190339966646	-0.131354812302679	2.53028131300235	-0.0519131258756433	0.958597915442999	NA
isogroup2670_c1_g1	0.41897470604473	-2.05367538946921	3.46973221193433	-0.591882965032714	0.553928961751798	NA
isogroup26724_c0_g1	0.374020560754285	1.40455875805095	3.58378765828984	0.391920195048944	0.695117180794457	NA
isogroup26724_c1_g1	13.3289082250091	4.58661352811834	1.6214831696301	2.82865318248395	0.00467443248220981	0.0192501929327522
isogroup26724_c2_g1	44.1525978212706	0.0144305164960755	0.815429476883207	0.0176968295912393	0.985880709872488	0.989110319094484
isogroup26724_c3_g1	10.597854209302	5.99766886899565	1.4638177030231	4.09727854541529	4.18035769319209e-05	0.00151009316984842
isogroup26725_c0_g1	40.6988769429242	6.19881354694075	1.56339260825682	3.96497560126783	7.34034548053791e-05	0.00191540225790359
isogroup26725_c1_g1	0.307129890664003	1.1828007231963	3.74332907711956	0.315975619249177	0.75202101382651	NA
isogroup26727_c4_g1	17.7952241162795	3.03097971805658	1.24028351250722	2.44377973865788	0.0145342969801981	0.0398375290286258
isogroup26727_c5_g1	9.65160438068711	3.16527714317089	1.59265924359722	1.98741642689475	0.046876268790073	0.0895022448067706
isogroup26728_c3_g1	6.84355846601574	4.38652625679345	1.69155526497752	2.59319121734503	0.00950898849374212	0.0301772012601038
isogroup26733_c0_g1	0	NA	NA	NA	NA	NA
isogroup26734_c1_g1	64.9422207184112	5.16444021484299	1.22609216327896	4.21211420276241	2.52991572305541e-05	0.00124058254992636
isogroup26735_c0_g1	0.0800797401912405	-0.223179251297377	3.7974125296458	-0.0587714001455074	0.953134188449564	NA
isogroup26735_c1_g1	0	NA	NA	NA	NA	NA
isogroup26737_c0_g1	4.04167369632884	1.26902821064744	1.45858790118193	0.870038898320159	0.38427914706838	0.462486113090155
isogroup26737_c3_g1	2.01783549752346	3.66132263354756	2.05350815238776	1.78295987249443	0.0745928356438715	0.1240513605635
isogroup26737_c4_g1	0.855444321487217	2.41167045118596	2.88903153506399	0.834767783568875	0.403848468295726	NA
isogroup26737_c5_g1	26.6154990877881	2.39610058782604	1.12991872466215	2.12059552207392	0.0339558552925752	0.0714091514085635
isogroup26738_c1_g1	0.905572860285054	2.51982419531179	2.31401230376838	1.08894157183531	0.276179652256903	NA
isogroup26738_c2_g1	4.92629953554807	3.10499421991943	1.52380166801984	2.03766296171229	0.0415836506967503	0.0822683502788628
isogroup26738_c4_g2	4.93861989302708	3.90678826180827	1.61630714329849	2.41710758874422	0.01564439224624	0.0419128538125555
isogroup26738_c5_g1	16.4292204218573	1.91888901125451	1.23512521863283	1.55359876254372	0.120280154678201	0.176418304504904
isogroup26740_c4_g1	2.86971069553165	4.12276696191331	1.90727812571441	2.16159715058287	0.0306492412912991	0.0663990823060571
isogroup26741_c0_g1	0.587881641126089	1.93774176203034	3.15342693559265	0.614487603996494	0.53889316198791	NA
isogroup26741_c1_g1	0.894538871997349	2.48297481633255	2.94536595062812	0.843010633637236	0.39922249670457	NA
isogroup26741_c2_g1	0.120119610286861	0.179229637136053	3.77669056739155	0.0474567968801961	0.962149162609023	NA
isogroup26741_c3_g1	0.899346876452085	2.52044366264354	2.51941960196527	1.00040646690114	0.317113841659066	NA
isogroup26741_c4_g1	0.240239220573722	0.91645085661607	3.75016985486409	0.244375826184887	0.80693976221636	NA
isogroup26743_c2_g1	12.6142477283033	0.783246233398609	1.21482506085754	0.644739937160763	0.519095730797583	0.593830548658808
isogroup26743_c3_g1	117.70719851504	0.984102736771817	0.649423590292297	1.51534799702746	0.12968429936446	0.187052698835444
isogroup26745_c1_g1	1.33048424330768	3.07684246085231	2.02780114914893	1.51732947885135	0.129183519047658	NA
isogroup26746_c0_g1	6.12541278967247	-0.357264967697189	1.16367383720857	-0.307014694559258	0.758832187381536	0.806903422983461
isogroup26746_c1_g1	0.3704474995628	1.39653015224648	2.88637170750643	0.483835865150217	0.628502359502935	NA
isogroup26747_c10_g1	8.64358985562794	5.70082363473334	1.86124559244355	3.0629077956601	0.0021919758790509	0.0121117279401385
isogroup26747_c11_g1	0.819739796053589	2.3959832420143	2.39685438734526	0.999636546410347	0.317486430083721	NA
isogroup26747_c12_g1	0.985942224154058	2.65052453462141	2.32603128706148	1.13950510870809	0.254492538711528	NA
